name,sku,unit,price,currency,category,discountable,description,active,section,imageUrl,sort_group,sort_order
Sistema de Audio 2.1 HK Performer,A-040,dia,2500,MXN,Paquete de audio,True,"Sistema de sonido activo ""triphonic"" (un subwoofer y dos satélites).",True,todos,https://medioangular.com/cotizador/img/performer.jpeg,10,160
Pantalla LED Interior Absen Polaris 2.9 mm · 3 x 2 m,V-003,dia,12500,MXN,Paquete de video,True,"Incluye 6 metros cuadrados de pantalla LED de 2.9 mm, una tarjeta de envío (LED sender card) y un procesador de video.",True,todos,https://medioangular.com/cotizador/img/PL2.9.jpeg,20,10
Pantalla LED Interior Absen DVPlus 3.9 mm · 3 x 2 m,V-004,dia,10750,MXN,Paquete de video,True,"Incluye 6 metros cuadrados de pantalla LED de 3.9 mm, una tarjeta de envío y un procesador de video.",True,todos,https://medioangular.com/cotizador/img/DV3.9.jpeg,20,20
Pantalla LED Interior Absen Polaris 2.9 mm · 3.5 x 2 m,V-005,dia,14350,MXN,Paquete de video,True,"Incluye 7 metros cuadrados de pantalla LED de 2.9 mm, una tarjeta de envío y un procesador de video.",True,todos,https://medioangular.com/cotizador/img/PL2.9.jpeg,20,30
Pantalla LED Interior Absen DVPlus 3.9 mm · 3.5 x 2 m,V-006,dia,12250,MXN,Paquete de video,True,"Incluye 7 metros cuadrados de pantalla LED de 3.9 mm, una tarjeta de envío y un procesador de video.",True,todos,https://medioangular.com/cotizador/img/DV3.9.jpeg,20,40
Pantalla LED Interior Absen Polaris 2.9 mm · 4 x 2.5 m,V-007,dia,19750,MXN,Paquete de video,True,"Incluye 10 metros cuadrados de pantalla LED de 2.9 mm, una tarjeta de envío y un procesador de video.",True,todos,https://medioangular.com/cotizador/img/PL2.9.jpeg,20,50
Pantalla LED Interior Absen DVPlus 3.9 mm · 4 x 2.5 m,V-008,dia,16750,MXN,Paquete de video,True,"Incluye 10 metros cuadrados de pantalla LED de 3.9 mm, una tarjeta de envío y un procesador de video.",True,todos,https://medioangular.com/cotizador/img/DV3.9.jpeg,20,60
Pantalla LED Interior Absen Polaris 2.9 mm · 5 x 3 m,V-009,dia,28750,MXN,Paquete de video,True,"Incluye 15 metros cuadrados de pantalla LED de 2.9 mm, una tarjeta de envío y un procesador de video.",True,todos,https://medioangular.com/cotizador/img/PL2.9.jpeg,20,70
Pantalla LED Interior Absen DVPlus 3.9 mm · 5 x 3 m,V-010,dia,24250,MXN,Paquete de video,True,"Incluye 15 metros cuadrados de pantalla LED de 3.9 mm, una tarjeta de envío y un procesador de video.",True,todos,https://medioangular.com/cotizador/img/DV3.9.jpeg,20,80
Sistema de Cámaras para CCTV,V-042,dia,10500,MXN,Paquete de video,True,1 Switcher y 2 cámaras de video,True,corporativo,https://medioangular.com/cotizador/img/CCTV.jpeg,20,90
Paquete de Iluminación Pro DJ #1,I-017,dia,11500,MXN,Paquete de iluminación,True,"2 truss, 4 cabezas móviles Beam, 4 cabezas móviles Wash, máquina de humo y consola.",True,social,https://medioangular.com/cotizador/img/PAQUETESOCIAL1.jpeg,30,10
Paquete de Iluminación Pro DJ #2,I-018,dia,12300,MXN,Paquete de iluminación,True,"2 truss, 4 cabezas móviles Spot, 4 cabezas móviles Wash, máquina de humo y consola.",True,social,https://medioangular.com/cotizador/img/PAQUETESOCIAL2.jpeg,30,20
Paquete de Iluminación Pro DJ #3,I-019,dia,22500,MXN,Paquete de iluminación,True,"4 truss, 4 cabezas móviles Spot, 4 cabezas móviles Beam, 8 cabezas móviles Wash, máquina de humo y consola.",True,social,https://medioangular.com/cotizador/img/PAQUETESOCIAL3.jpeg,30,30
Paquete de Iluminación Corporativa #1,I-020,dia,12700,MXN,Paquete de iluminación,True,"2 truss, 4 cabezas móviles Beam, 4 cabezas móviles Wash, 2 Leeko y consola.",True,corporativo,https://medioangular.com/cotizador/img/PAQUETECORP1.jpeg,30,40
Paquete de Iluminación Corporativa #2,I-021,dia,13500,MXN,Paquete de iluminación,True,"2 truss, 4 cabezas móviles Spot, 4 cabezas móviles Wash, 2 Leeko y consola.",True,corporativo,https://medioangular.com/cotizador/img/PAQUETECORP2.jpeg,30,50
Paquete de Iluminación Corporativa #3,I-022,dia,22700,MXN,Paquete de iluminación,True,"4 truss, 4 cabezas móviles Spot, 4 cabezas móviles Beam, 8 cabezas móviles Wash, 2 Leko y consola.",True,corporativo,https://medioangular.com/cotizador/img/PAQUETECORP3.jpeg,30,60
Paquete de Iluminación Corporativa #4,I-023,dia,21900,MXN,Paquete de iluminación,True,"4 truss, 8 cabezas móviles Beam, 8 cabezas móviles Wash, 2 Leko y consola.",True,corporativo,https://medioangular.com/cotizador/img/PAQUETECORP4.jpeg,30,70
Paquete de Iluminación Corporativa #5,I-024,dia,23500,MXN,Paquete de iluminación,True,"4 truss, 8 cabezas móviles Spot, 8 cabezas móviles Wash, 2 Leko y consola.",True,corporativo,https://medioangular.com/cotizador/img/PAQUETECORP5.jpeg,30,80
Paquete de Iluminación Arquitectónica,I-025,dia,3500,MXN,Paquete de iluminación,True,10 PAR LED.,True,todos,https://medioangular.com/cotizador/img/10par.jpeg,30,90
Consola Digital AVID Venue S3L-X 16x8,A-001,dia,4000,MXN,Audio,True,"Consola de mezcla digital compacta, ideal para eventos en vivo de pequeña y mediana escala. Cuenta con 16 entradas analógicas XLR (mic/line) y 8 salidas analógicas XLR (line).",True,todos,https://medioangular.com/cotizador/img/consolas3l.jpeg,40,10
Stage Rack AVID Venue 16x8,A-002,dia,2000,MXN,Audio,True,Snake digital para expansión de la consola S3L X. Cuenta con 16 entradas XLR (mic/line) y 8 salidas XLR (line).,True,todos,https://medioangular.com/cotizador/img/stage16.jpeg,40,20
Snake Rapco 24 Canales,A-003,dia,500,MXN,Audio,True,Sanke analogo 24 entradas y 4 salidas,True,corporativo,https://medioangular.com/cotizador/img/snakeanalogo.jpeg,40,30
Consola Digital Yamaha DM3 Dante,A-004,dia,2000,MXN,Audio,True,Consola de mezcla digital compacta con 16 entradas (12 XLR + 4 XLR/TRS combo) y 8 salidas (XLR). Capacidad Dante de 16x16 y una interfaz USB 2.0 (Tipo B) para grabación y reproducción de 18 pistas en PC/Mac.,True,todos,https://medioangular.com/cotizador/img/consoladm3.jpeg,40,40
Consola de Audio Allen & Heath ZEDi-10,A-005,dia,400,MXN,Audio,True,"Consola de mezcla analógica compacta con 4 entradas mono (micrófono/line) y 2 estéreo. Cuenta con 2 salidas principales XLR balanceadas, salidas de monitor, auriculares y grabación. La interfaz de audio integrada es de 4x4 a 24-bit/96kHz, lo que permite la grabación y reproducción multicanal.",True,todos,https://medioangular.com/cotizador/img/consolazedi10.jpeg,40,50
Consola de Audio Allen & Heath ZEDi-8,A-006,dia,350,MXN,Audio,True,"Consola de mezcla analógica compacta con 2 entradas mono (micrófono/line) y 2 estéreo. Incluye 2 salidas principales XLR balanceadas y una interfaz de audio de 2x2 a 24-bit/96kHz, lo que permite la grabación y reproducción multicanal.",True,todos,https://medioangular.com/cotizador/img/consolazedi8.jpeg,40,60
Amplificador d&b audiotechnik D12,A-007,dia,1000,MXN,Audio,True,"Amplificador de potencia de dos canales diseñado para su uso en sistemas de audio profesional con potencia media a alta, con 2 x 750 W a 8 Ω y 2 x 1200 W a 4 Ω",True,corporativo,https://medioangular.com/cotizador/img/d12.jpeg,40,70
Amplificador d&b audiotechnik D6,A-008,dia,900,MXN,Audio,True,"Amplificador de potencia de dos canales diseñado para su uso en sistemas de audio profesional con potencia media a alta, con 2 x 750 W a 8 Ω y 2 x 1200 W a 4 Ω",True,corporativo,https://medioangular.com/cotizador/img/d6.jpeg,40,80
Controlador de Red d&b audiotechnik R60,A-009,dia,500,MXN,Audio,True,Interfaz de red que conecta el sistema de amplificadores y altavoces de d&b a una computadora,True,corporativo,https://medioangular.com/cotizador/img/r60.jpeg,40,90
Altavoz d&b Q1,A-010,dia,1000,MXN,Audio,True,Altavoz de arreglo en line pasivo de 2 vías de la serie Q de d&b audiotechnik. Cuenta con una dispersión de 75°x15° y un SPL de 139 dB.,True,corporativo,https://medioangular.com/cotizador/img/q1.jpeg,40,100
Altavoz d&b Q7,A-011,dia,1000,MXN,Audio,True,Altavoz de arreglo en lineal pasivo de 2 vías de la serie Q de d&b audiotechnik. Cuenta con una dispersión de 75°x40° y un SPL de 138 dB.,True,corporativo,https://medioangular.com/cotizador/img/q7.jpeg,40,110
Subwoofer d&b QSUB,A-012,dia,800,MXN,Audio,True,Subwoofer pasivo de baja compresión y diseño bass reflex con un SPL 133 dB.,True,corporativo,https://medioangular.com/cotizador/img/qsub.jpeg,40,120
Altavoz d&b T10,A-013,dia,900,MXN,Audio,True,Altavoz pasivo de 2 vías que puede funcionar como fuente de arreglo lineal o como fuente puntual. Cuenta con una dispersión de 90° x 35° y un SPL de 129 dB.,True,corporativo,https://medioangular.com/cotizador/img/t10.jpeg,40,130
Altavoz d&b CI80,A-014,dia,500,MXN,Audio,True,Altavoz de fuente puntual pasivo de 2 vías. Cuenta con una dispersión cónica y simétrica de 85° y un SPL de 129 dB.,True,corporativo,https://medioangular.com/cotizador/img/ci80.jpeg,40,140
Monitor d&b M4,A-015,dia,1000,MXN,Audio,True,Monitor de escenario de alto rendimiento pasivo de 2 vías con diseño coaxial. Cuenta con una dispersión de 50° x 70° y un SPL de 140 dB.,True,corporativo,https://medioangular.com/cotizador/img/m4.jpeg,40,150
Bumper para d&b Q1,A-016,dia,400,MXN,Audio,True,Accesorio de colgado para la serie Q,True,corporativo,https://medioangular.com/cotizador/img/bumperq.jpeg,40,160
Bumper para d&b T10,A-017,dia,400,MXN,Audio,True,Accesorio de colgado para la serie T,True,corporativo,https://medioangular.com/cotizador/img/bumpert10.jpeg,40,170
T Cluster Bracket,A-018,dia,200,MXN,Audio,True,Accesorio para colocar 3 x T10 sobre poste/clamp.,True,corporativo,https://medioangular.com/cotizador/img/tclusterbracket.jpeg,40,180
Q Bracket,A-019,dia,150,MXN,Audio,True,Accesorio para colocar 1 x Q7 sobre poste/clamp.,True,corporativo,https://medioangular.com/cotizador/img/Qbracket.jpeg,40,190
T Bracket,A-020,dia,100,MXN,Audio,True,Accesorio para colocar 1 x T10 sobre poste/clamp.,True,corporativo,https://medioangular.com/cotizador/img/tbracket.jpeg,40,200
Adaptador para Stand,A-021,dia,50,MXN,Audio,True,Accesorio para colocar brackets de cualquier serie  sobre poste.,True,corporativo,https://medioangular.com/cotizador/img/standadapter.jpeg,40,210
TV Spigot,A-022,dia,50,MXN,Audio,True,Accesorio para conectar brackets de cualquier serie  a clamp.,True,corporativo,https://medioangular.com/cotizador/img/tvspigot2.jpeg,40,220
Clamp d&b,A-023,dia,100,MXN,Audio,True,Accesorio para colgar brackets de cualquier serie  a tubo.,True,corporativo,https://medioangular.com/cotizador/img/clamp.jpeg,40,230
Q Flying Adapter,A-024,dia,200,MXN,Audio,True,Accesorio para colgar 3 x Q1.,True,corporativo,https://medioangular.com/cotizador/img/flyingadapter.jpeg,40,240
Micrófono Inalámbrico Beyerdynamic TG1000,A-041,dia,1000,MXN,Audio,True,Micrófono inalámbrico digital de alta gama  incluye transmisor de mano  y receptor,True,corporativo,https://medioangular.com/cotizador/img/beyertg.jpeg,40,250
Micrófono Shure Beta 98D/S,A-042,dia,350,MXN,Audio,True,"Micrófono de condensador en miniatura, diseñado específicamente para la microfonía de percusión y otros instrumentos",True,corporativo,https://medioangular.com/cotizador/img/beta98ds.jpeg,40,260
Micrófono Shure Beta 98H/C,A-043,dia,350,MXN,Audio,True,"Micrófono de condensador en miniatura,  ""Clip on"" de la serie Beta diseñado para instrumentos",True,corporativo,https://medioangular.com/cotizador/img/beta98hc.jpeg,40,270
Micrófono Shure Beta 52A,A-044,dia,300,MXN,Audio,True,"Micrófono de instrumento dinámico supercardioide, diseñado para capturar bajas frecuencias con gran detalle. Es ideal para bombos y otros instrumentos de baja frecuencia.",True,corporativo,https://medioangular.com/cotizador/img/beta52.jpeg,40,280
Micrófono Shure Beta 57A,A-045,dia,250,MXN,Audio,True,"Micrófono de instrumento dinámico supercardioide, utilizado para amplificadores de guitarra, caja de batería, percusión, metales y voces.",True,corporativo,https://medioangular.com/cotizador/img/beta57.jpeg,40,290
Micrófono Shure Beta 58A,A-046,dia,250,MXN,Audio,True,Micrófono ideal para vocalistas principales y coristas en escenarios en vivo.,True,corporativo,https://medioangular.com/cotizador/img/beta58.jpeg,40,300
Micrófono Shure Beta 91A,A-047,dia,300,MXN,Audio,True,"Micrófono de condensador de superficie  con patrón polar de semicardioide, diseñado específicamente para la microfonía de bombos y pianos.",True,corporativo,https://medioangular.com/cotizador/img/bata91a.jpeg,40,310
Micrófono Sennheiser e815-S,A-048,dia,250,MXN,Audio,True,"Sennheiser e 815 S es un Micrófono de mano dinámico, cardioide, diseñado para voces y uso general en escenarios en vivo.",True,corporativo,https://medioangular.com/cotizador/img/e815.jpeg,40,320
Micrófono Shure SM137-LC,A-049,dia,250,MXN,Audio,True,"Micrófono de condensador de diafragma pequeño, utilizado para instrumentos de cuerda acústicos, platillos, overheads de batería, percusión, pianos, metales y maderas.",True,corporativo,https://medioangular.com/cotizador/img/sm137.jpeg,40,330
Bodypack Beyerdynamic TG 1000,A-050,dia,250,MXN,Audio,True,"Transmisor de petaca de la serie TG, usado para micrófonos de solapa, de diadema o para conectar instrumentos.",True,corporativo,https://medioangular.com/cotizador/img/bodypack.jpeg,40,340
Diadema DPA d:fine 4088,A-051,dia,500,MXN,Audio,True,"Micrófono de diadema de condensador con un patrón polar cardioide, diseñado para capturar la voz con una claridad excepcional mientras minimiza el riesgo de retroalimentación.",True,corporativo,https://medioangular.com/cotizador/img/diademadpa.jpeg,40,350
Caja Directa,A-052,dia,50,MXN,Audio,True,,True,corporativo,https://medioangular.com/cotizador/img/CAJADIRECTA.jpeg,40,360
Pantalla LED Interior Absen Polaris 2.9 mm · m²,V-001,dia,1800,MXN,Video,True,"Pantalla LED de alta resolución pitch 2.9mm , diseñada para la industria del alquiler y producción de eventos",True,corporativo,https://medioangular.com/cotizador/img/PL2.9.jpeg,50,10
Pantalla LED Interior Absen DVPlus 3.9 mm · m²,V-002,dia,1500,MXN,Video,True,"Pantalla LED muy versátil y resistente pitch 3.9mm,  ofrece una alta calidad de imagen y una gran fiabilidad en una variedad de condiciones de iluminación y entorno",True,corporativo,https://medioangular.com/cotizador/img/DV3.9.jpeg,50,20
Pantalla LED Exterior Transparente Gloshine Vanish 3.9 mm · m²,V-045,dia,1800,MXN,Video,True,"Pantalla LED transparente para eventos masivos y corporativos. Su diseño ultraligero y alta tasa de refresco aseguran imágenes nítidas bajo cualquier iluminación. Ofrece una transparencia del 60% que permite el paso del viento y luz, siendo ideal para escenarios con efectos visuales complejos y montajes de alta seguridad.",True,corporativo,https://medioangular.com/cotizador/img/PANTALLAGLOSHINE.jpeg,50,25
Procesador LED Magnimage W4000 8K,V-011,dia,3000,MXN,Video,True,"Procesador de video premium para pantallas de gran formato en corporativos y masivos. Soporta entradas/salidas 8K x 2K a 60Hz. Permite hasta 4 capas de video (PIP/Pop), mezcla matricial fluida, desvanecimiento cruzado y empalme preciso (Pixel-to-Pixel). Ideal para setups complejos de pantallas LED.",True,todos,https://medioangular.com/cotizador/img/W4000.jpeg,50,30
Procesador LED Magnimage 780H 4K,V-012,dia,2000,MXN,Video,True,"Procesador de video de alta gama para pantallas de led Ultra-HD en corporativos y pasarelas. Soporta entradas/salidas reales a 4K x 2K @60Hz. Permite gestionar hasta 4 capas independientes (PIP), transiciones fluidas sin parpadeo y configuraciones de pantallas múltiples. Ideal para una definición impecable.",True,todos,https://medioangular.com/cotizador/img/780H.jpeg,50,40
Procesador LED Magnimage 550-D HD,V-013,dia,1000,MXN,Video,True,"Procesador  de video compacto y confiable, ideal para pantallas de resolución estándar en conferencias y activaciones. Soporta entradas digitales/análogas en Alta Definición (HD). Ofrece conmutación rápida entre fuentes, funciones de congelado y desvanecimiento suave.",True,todos,https://medioangular.com/cotizador/img/550D.jpeg,50,50
Controlador LED Novastar MCTRL660,V-014,dia,750,MXN,Video,True,"Controlador maestro de video para pantallas LED con resolución Full HD 1920 x 1080 @60Hz. Transmite datos de forma rápida y estable a través de 4 puertos Gigabit Ethernet. Cuenta con configuración en cascada y calibración de brillo pixel-por-pixel. Fiable, intuitivo y de rápida instalación",True,todos,https://medioangular.com/cotizador/img/mtcrl660.jpeg,50,60
Bumper para Pantalla LED 2.9 mm · 50 cm,V-015,dia,150,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/bumperabsen.jpeg,50,70
Bumper para Pantalla LED 3.9 mm · 50 cm,V-016,dia,150,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/bumperabsen.jpeg,50,80
Escalera para Pantalla LED · 1 m,V-017,dia,100,MXN,Video,True,,False,corporativo,,50,90
Escalera para Pantalla LED · 1.5 m,V-018,dia,150,MXN,Video,True,,False,corporativo,,50,100
Escalera para Pantalla LED · 2 m,V-019,dia,200,MXN,Video,True,,False,corporativo,,50,110
Servidor de Mapping y Contenido,V-020,dia,7000,MXN,Video,True,"Servidor Torre, Asus Maximus XIII, Intel Core I9, 32 GB RAM,  Tarjeta Nvidia RTX 3080 Ti, SSD 1 Tb, licencia de Resolume Arena",True,corporativo,https://medioangular.com/cotizador/img/SERVER.jpeg,50,120
Switcher de Video Roland V-800HD,V-021,dia,4500,MXN,Video,True,"Switcher de video multiformato. (SDI,DVI,HDMI,COMPUESTO,RGB)",True,corporativo,https://medioangular.com/cotizador/img/V800HD.jpeg,50,130
Switcher de Video Magnimage V6,V-022,dia,25000,MXN,Video,True,"Switcher multicapa de gran formato para pantallas LED y circuito cerrado. Su arquitectura modular basada en tarjetas procesa múltiples capas 4K independientes de forma simultánea. Cuenta con un potente motor de escalado, fuentes de alimentación redundantes y transiciones seamless sin costuras, garantizando mínima latencia.",True,corporativo,https://medioangular.com/cotizador/img/V6.jpeg,50,140
Switcher de Video Pixelhue P20,V-023,dia,10000,MXN,Video,True,"Switcher multicapa 4K para eventos masivos y corporativos. Procesa 12 entradas 4K simultáneas (HDMI, DP, 12G-SDI) con procesamiento basado en FPGA de 10 bits. Admite hasta 4 capas 4K, salidas PGM/Backup y conectividad óptica directa a procesadores NovaStar, garantizando señal sin latencia a pantallas LED.",True,corporativo,https://medioangular.com/cotizador/img/P20.jpeg,50,145
Laptop para Presentaciones,V-024,dia,1000,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/LAPTOP.jpeg,50,150
"Laptop MacBook Pro 15"" Late 2014",V-025,dia,1000,MXN,Video,True,,False,corporativo,,50,160
Sistema de Playback Profesional,V-026,dia,1000,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/playback.jpeg,50,170
Perfect Cue,V-027,dia,700,MXN,Video,True,"Sistema inalámbrico profesional de cueing para conferencias. Controla diapositivas en dos computadoras en espejo vía USB con un alcance de 90 metros libre de interferencias. El control incluye botones de avance, retroceso, pantalla en negro y láser verde",True,corporativo,https://medioangular.com/cotizador/img/PERFECTCUE.jpeg,50,180
Perfect Cue Mini,V-028,dia,700,MXN,Video,True,"Sistema de cueing inalámbrico ultra compacto de nivel corporativo. Controla presentaciones en dos computadoras en espejo vía USB a una distancia de 90 metros libre de interferencias. Incluye control de dos botones (avance/retroceso), receptor con soporte plegable, salida de audio y estuche rígido de alta resistencia.",True,corporativo,https://medioangular.com/cotizador/img/PERFECTCUEMINI.jpeg,50,190
Pantalla Fast Fold 2 x 2 m,V-029,dia,1000,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/PLANTALLADALITE.jpeg,50,200
Pantalla Fast Fold 3.05 x 2.29 m Back/Front,V-030,dia,1200,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/PLANTALLADALITE.jpeg,50,210
"Proyector Ultra Corto · 3,500 Lúmenes",V-031,dia,1900,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/PROYECTOR3500.jpeg,50,220
"Proyector Panasonic · 6,000 Lúmenes",V-032,dia,3750,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/PANASONIC6000.jpeg,50,230
"Pantalla LCD Panasonic 42""",V-033,dia,1200,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/PLASMA42.jpeg,50,240
"Pantalla LCD Samsung 55""",V-034,dia,1300,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/PLASMA55.jpeg,50,250
"Pantalla LCD Samsung 58""",V-035,dia,1500,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/PLASMA58.jpeg,50,260
"Pantalla LCD Hisense UHD 70""",V-036,dia,2500,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/PLASMA70.jpeg,50,270
Convertidor SDI a HDMI Blackmagic,V-037,dia,350,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/SDIAHDMI.jpeg,50,280
Distribuidor HDMI 4 Puertos,V-038,dia,350,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/distrohdmi.jpeg,50,290
Distribuidor SDI 4 Puertos,V-039,dia,350,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/distrosdi.jpeg,50,300
Extensor HDMI,V-040,dia,350,MXN,Video,True,,True,corporativo,https://medioangular.com/cotizador/img/EXTENDERHDMI.jpeg,50,310
Cámara Sony PXW-Z150 para CCTV,V-041,dia,3000,MXN,Video,True,"Videocámara de mano profesional con sensor de una pulgada y resolución 4K nativa, diseñada para transmisiones en vivo, cobertura de prensa (ENG), circuitos cerrados de televisión (CCTV) en eventos corporativos y registros documentales. Su fortaleza principal es su lente zoom óptico integrado de alto alcance y su capacidad para operar en condiciones de iluminación complejas sin requerir setups voluminosos.",True,corporativo,https://medioangular.com/cotizador/img/CAMARATV.jpeg,50,320
"Video Assist Blackmagic 7"" 3G",V-046,dia,1200,MXN,Video,True,"Monitor portátil, grabador profesional y visor para todo tipo de cámaras SDI o HDMI.",True,corporativo,https://medioangular.com/cotizador/img/videoassist.jpeg,50,330
Cable de Red · 80 m,V-043,dia,150,MXN,Video,True,,False,corporativo,,50,340
Cable de Red · 60 m,V-044,dia,150,MXN,Video,True,,False,corporativo,,50,350
